,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_PaperlessBilling,account_Charges_Total,Cuentas_Diarias,internet_InternetService_DSL,internet_InternetService_Fiber optic,account_Contract_One year,account_Contract_Two year,account_PaymentMethod_Bank transfer (automatic),account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check
68,True,True,False,True,False,49,True,True,True,False,True,True,True,True,False,4059.35,2.8116666666666665,True,False,True,False,False,False,True
69,False,False,False,True,False,71,False,False,False,True,True,True,True,True,False,4145.9,1.9416666666666667,True,False,False,True,True,False,False
70,False,False,False,False,False,33,True,True,False,True,True,False,True,True,False,3645.5,3.585,False,True,False,False,False,False,True
71,False,False,False,True,False,10,True,False,False,False,False,False,False,False,True,187.75,0.6649999999999999,False,False,False,False,True,False,False
72,True,True,False,True,False,21,True,True,False,True,True,True,True,True,True,2317.1,3.7066666666666666,False,True,False,False,False,False,True
73,True,True,False,True,True,37,False,False,True,True,True,False,False,False,False,1448.8,1.34,True,False,False,False,True,False,False
74,False,False,True,False,False,26,True,False,True,False,False,False,True,False,True,2193.65,2.86,False,True,False,False,False,True,False
75,True,True,False,False,False,71,True,False,False,False,False,False,False,False,True,1355.1,0.6633333333333333,False,False,False,True,False,True,False
76,False,True,False,False,False,50,False,False,True,False,False,True,False,False,True,1748.9,1.18,True,False,True,False,False,False,False
77,True,False,False,False,False,7,True,True,False,False,False,False,False,False,True,511.25,2.4616666666666664,False,True,False,False,False,False,True
78,False,False,False,True,True,61,True,True,True,True,True,True,True,True,False,5526.75,2.9366666666666665,True,False,False,True,False,False,False
79,True,True,False,False,False,15,True,False,False,False,True,True,True,True,True,1553.95,3.378333333333333,False,True,False,False,False,False,True
80,False,False,False,False,True,26,False,False,True,False,False,True,False,True,False,1147.0,1.5266666666666666,True,False,False,False,False,False,False
81,False,True,False,True,False,72,True,False,False,False,True,False,True,True,True,6747.35,3.1550000000000002,False,True,False,False,False,False,True
82,False,True,False,True,True,44,True,False,False,False,False,False,False,False,True,865.05,0.6833333333333333,False,False,True,False,True,False,False
83,False,True,False,False,False,66,True,True,False,True,False,False,False,True,False,5976.9,2.98,False,True,False,False,False,True,False
84,True,False,False,False,False,2,True,False,True,True,False,True,False,False,True,181.65,2.875,False,True,False,False,False,False,True
85,False,False,True,False,False,44,True,False,False,False,True,True,True,True,False,3268.05,2.4949999999999997,True,False,True,False,True,False,False
86,True,False,False,False,False,12,True,True,False,True,False,False,True,False,True,1052.4,2.9916666666666667,False,True,False,False,True,False,False
87,False,True,True,True,False,69,True,True,False,True,True,True,True,True,True,7634.25,3.665,False,True,False,True,False,False,True
88,True,False,False,False,False,1,True,True,False,True,False,False,False,False,True,80.2,2.6733333333333333,False,True,False,False,False,False,False
89,True,False,False,False,False,3,True,False,False,False,False,False,False,False,False,63.75,0.6616666666666667,False,False,False,False,False,False,False
90,False,False,False,True,False,2,True,False,True,True,False,False,True,False,False,190.5,3.0116666666666663,False,True,False,False,False,False,True
91,False,False,True,False,False,27,True,True,False,True,True,False,False,False,True,2401.05,2.881666666666667,False,True,False,False,True,False,False
92,False,True,False,False,False,26,True,False,False,False,False,False,False,False,True,511.25,0.6766666666666666,False,False,False,False,False,False,True
93,False,False,True,True,False,39,True,True,False,False,False,True,True,True,True,3949.15,3.375,False,True,False,False,False,False,True
94,True,True,False,False,False,25,True,True,False,False,False,False,True,True,True,2362.1,3.1566666666666667,False,True,False,False,True,False,False
95,True,False,False,False,False,1,True,False,False,False,False,False,False,False,False,70.9,2.3633333333333337,False,True,False,False,False,False,False
96,True,True,False,False,False,29,True,False,True,True,False,True,False,False,True,1696.2,1.9583333333333333,True,False,True,False,False,False,True
97,True,True,False,True,False,22,True,False,True,False,False,True,False,False,True,1152.7,1.8066666666666669,True,False,False,False,False,False,True
98,True,False,True,False,False,5,True,False,True,True,False,True,False,False,False,287.85,1.9966666666666666,True,False,False,False,False,True,False
99,False,False,False,False,False,72,True,True,True,True,True,True,True,True,True,8496.7,3.83,False,True,False,True,False,False,True
100,False,False,False,False,False,24,True,False,False,False,False,False,False,False,True,470.2,0.6516666666666667,False,False,False,True,True,False,False
101,False,False,False,True,False,19,True,True,False,False,False,False,True,False,True,1564.4,2.895,False,True,False,False,False,False,True
102,False,True,False,True,True,71,True,True,False,False,False,False,False,False,False,1847.55,0.8450000000000001,False,False,False,True,False,True,False
103,False,True,True,True,False,33,True,True,True,False,True,True,True,True,True,3694.7,3.6633333333333336,False,True,False,False,True,False,False
104,False,False,False,False,False,3,True,False,False,False,False,False,False,False,False,58.0,0.6649999999999999,False,False,False,False,False,False,False
105,False,True,False,True,True,47,True,True,False,True,False,False,True,False,False,4017.45,2.9066666666666667,False,True,False,False,False,False,True
106,False,True,False,True,True,62,True,False,True,True,True,True,True,True,False,6825.65,3.605,False,True,False,True,False,False,False
107,False,True,False,False,False,71,True,True,True,True,True,True,True,True,True,8309.55,3.8766666666666665,False,True,True,False,True,False,False
108,False,True,True,True,False,7,True,False,False,False,False,False,True,True,True,605.45,2.966666666666667,False,True,False,False,False,False,True
109,False,False,False,True,True,27,True,False,True,False,False,False,False,False,False,1972.35,2.48,False,True,False,False,False,False,False
110,False,True,False,False,False,2,True,False,False,False,False,False,False,False,False,33.7,0.6683333333333333,False,False,False,False,False,False,False
111,False,False,False,False,True,25,False,False,True,False,False,True,False,False,False,844.45,1.1683333333333332,True,False,False,True,True,False,False
112,False,True,True,False,False,30,True,False,True,True,False,False,True,True,True,2111.3,2.4916666666666667,True,False,False,False,False,False,True
113,True,False,True,True,False,58,True,False,True,True,False,True,True,True,True,6205.5,3.5166666666666666,False,True,True,False,False,True,False
114,True,True,False,True,False,10,True,True,False,False,False,False,False,True,True,855.3,2.841666666666667,False,True,False,False,False,False,True
115,False,False,False,False,False,9,True,True,False,False,False,False,False,False,True,633.85,2.506666666666667,False,True,False,False,False,True,False
116,True,False,True,True,False,6,True,True,False,False,False,False,False,True,True,474.9,2.8116666666666665,False,True,False,False,False,False,True
117,False,False,False,True,True,69,True,True,True,False,True,False,False,False,False,5848.6,2.815,False,True,True,False,True,False,False
118,False,False,True,False,False,66,True,True,True,False,False,False,True,True,True,6471.85,3.4133333333333336,False,True,False,True,True,False,False
119,True,False,False,False,False,70,True,True,True,True,True,True,True,True,False,8127.6,3.8516666666666666,False,True,True,False,False,True,False
120,True,True,False,False,False,25,True,True,False,False,False,False,False,False,False,676.35,0.8433333333333334,False,False,True,False,True,False,False
121,False,False,False,True,True,46,True,False,False,False,False,False,False,False,True,864.2,0.6416666666666667,False,False,False,True,False,False,False
122,False,False,False,True,False,54,True,True,True,True,True,True,True,True,True,6049.5,3.8216666666666668,False,True,True,False,False,False,False
123,True,False,False,False,False,15,True,False,True,False,True,True,True,True,False,1582.75,3.503333333333333,False,True,False,False,False,False,True
124,False,False,False,True,True,12,True,False,False,False,False,False,False,False,False,198.1,0.6466666666666666,False,False,False,False,True,False,False
125,False,False,False,False,False,22,False,False,False,True,False,False,True,True,True,1098.85,1.6783333333333335,True,False,False,False,False,False,True
126,False,False,False,True,False,70,False,False,False,True,True,True,True,True,False,4039.3,1.9266666666666665,True,False,False,True,True,False,False
127,False,True,False,False,False,30,True,False,True,True,True,False,False,False,True,2438.6,2.81,False,True,False,False,False,True,False
128,False,True,False,True,True,71,True,True,False,True,False,False,True,True,False,7113.75,3.3516666666666666,False,True,True,False,True,False,False
129,False,True,False,True,False,30,True,False,False,False,False,False,False,False,False,576.65,0.66,False,False,True,False,False,True,False
130,True,True,False,True,True,4,True,True,False,True,True,False,False,False,True,371.9,2.8266666666666667,False,True,False,False,True,False,False
131,True,True,False,False,False,2,True,False,False,False,True,False,False,True,True,167.3,2.8616666666666664,False,True,False,False,False,False,True
132,False,True,False,False,True,10,True,False,False,False,False,False,False,False,True,219.5,0.6649999999999999,False,False,True,False,True,False,False
133,False,True,True,False,False,4,True,False,True,False,False,False,False,False,False,273.4,2.5116666666666663,False,True,False,False,False,False,True
134,False,True,True,False,False,52,False,False,True,False,False,False,True,True,True,2555.05,1.6266666666666665,True,False,False,False,False,True,False
135,True,True,False,False,False,5,True,True,False,False,False,False,False,False,False,223.15,1.5716666666666665,True,False,False,False,False,False,True
136,False,True,False,True,True,8,True,False,False,False,False,False,False,False,False,165.5,0.6716666666666666,False,False,False,True,False,False,False
137,False,False,True,False,False,2,True,False,False,False,False,False,False,False,True,89.3,1.4766666666666666,True,False,False,False,False,False,True
138,False,True,False,False,False,3,True,False,False,True,False,False,False,True,False,235.05,2.81,False,True,False,False,False,False,True
139,False,True,False,False,False,19,True,True,False,False,True,True,False,False,False,1144.6,1.9849999999999999,True,False,False,False,False,False,True
140,False,True,False,False,False,72,True,True,True,True,True,True,False,False,False,4908.25,2.3216666666666668,True,False,False,True,True,False,False
141,False,True,True,True,False,63,False,False,True,False,False,True,False,False,False,2298.9,1.2033333333333334,True,False,True,False,True,False,False
142,False,True,False,True,False,66,False,False,True,True,True,True,True,False,True,3789.2,1.8866666666666667,True,False,False,True,True,False,False
143,True,True,False,False,False,1,True,False,False,False,False,True,False,False,True,75.9,2.5300000000000002,False,True,False,False,False,False,True
144,False,False,False,False,False,60,True,True,False,False,True,False,False,False,True,4765.0,2.64,False,True,True,False,True,False,False
145,False,False,False,True,True,48,False,False,True,False,True,False,False,True,False,2196.3,1.5,True,False,True,False,False,True,False
146,True,False,False,False,False,1,True,False,False,False,True,False,True,False,True,85.55,2.8516666666666666,False,True,False,False,False,True,False
147,True,True,False,False,False,15,True,True,False,False,False,False,True,True,True,1444.65,3.1116666666666664,False,True,False,False,False,False,True
148,False,False,False,True,False,50,True,True,True,True,False,True,True,True,True,5405.8,3.6550000000000002,False,True,False,False,True,False,False
149,False,True,False,True,True,72,True,True,True,True,True,True,True,True,False,6339.3,2.99,True,False,False,True,False,True,False
150,False,False,False,False,False,46,True,True,True,True,False,False,False,False,False,3847.6,2.808333333333333,False,True,False,False,False,False,False
151,False,False,False,True,True,72,True,True,True,True,True,True,True,True,False,6733.0,3.0883333333333334,True,False,False,True,True,False,False
152,False,True,False,True,True,1,True,False,False,False,False,False,False,False,False,19.7,0.6566666666666666,False,False,False,False,False,False,False
153,False,False,False,False,False,1,True,True,False,False,False,False,False,False,True,50.1,1.6700000000000002,True,False,False,False,False,False,True
154,False,False,True,False,False,67,True,False,True,True,False,True,True,False,True,6140.85,3.0816666666666666,False,True,False,True,True,False,False
155,False,False,False,True,True,48,True,True,False,True,False,True,True,True,False,3870.3,2.6550000000000002,True,False,False,True,False,False,True
156,False,False,False,False,False,72,True,False,True,True,True,True,True,True,True,7624.2,3.6633333333333336,False,True,False,True,False,False,True
157,False,True,False,True,False,52,True,True,True,True,True,True,False,True,True,4354.45,2.7133333333333334,True,False,True,False,False,True,False
158,False,False,False,True,True,67,True,False,False,True,False,False,False,False,False,3431.75,1.6849999999999998,True,False,True,False,False,True,False
159,True,False,False,True,True,28,True,False,False,False,False,False,False,True,True,2227.1,2.7016666666666667,False,True,False,False,False,False,True
160,False,False,False,True,True,32,True,True,False,True,True,False,False,False,False,2045.55,2.0816666666666666,True,False,False,False,True,False,False
161,True,False,True,True,False,27,True,False,True,False,False,False,False,False,True,1929.35,2.506666666666667,False,True,False,False,True,False,False
162,False,True,False,False,False,3,True,False,False,True,True,False,False,True,False,268.45,3.0133333333333336,False,True,False,False,False,False,True
163,True,True,False,False,False,2,True,True,False,False,False,False,True,False,True,181.5,2.855,False,True,False,False,False,False,True
164,True,False,False,False,True,9,True,False,False,False,True,True,True,True,True,651.4,2.43,True,False,False,False,False,False,False
165,False,True,False,True,True,50,True,True,True,False,False,True,True,False,True,3486.65,2.35,True,False,False,True,False,True,False
166,False,False,False,True,True,71,True,False,False,False,False,False,False,False,False,1389.6,0.67,False,False,False,True,True,False,False
167,True,True,True,True,False,32,True,True,False,False,False,False,False,False,True,2303.35,2.496666666666667,False,True,False,False,False,False,True
168,False,False,False,True,True,16,True,False,True,False,True,False,True,True,False,1522.7,3.356666666666667,False,True,False,False,True,False,False
169,False,False,False,True,True,67,True,True,False,False,True,True,True,True,True,6717.9,3.521666666666667,False,True,False,True,True,False,False
170,False,True,False,True,True,72,True,True,True,True,True,True,True,True,True,8058.55,3.81,False,True,False,True,False,True,False
171,True,False,False,False,False,3,True,False,False,False,False,False,False,False,False,58.85,0.6583333333333333,False,False,False,False,False,False,True
172,False,True,False,True,True,23,True,True,False,False,False,False,False,False,False,538.5,0.8116666666666668,False,False,True,False,False,False,False
173,False,True,False,True,True,72,True,True,True,True,True,True,False,False,False,5102.35,2.328333333333333,True,False,False,True,True,False,False
174,False,True,False,True,True,7,False,False,True,True,True,False,True,True,False,465.7,1.9616666666666667,True,False,False,False,False,False,False
175,True,True,True,True,False,65,True,True,False,True,True,False,True,True,True,6792.45,3.4383333333333335,False,True,True,False,True,False,False
176,False,True,False,True,True,8,True,False,False,False,False,False,True,False,True,475.1,1.8133333333333332,True,False,False,False,False,False,True
177,False,True,False,True,True,66,False,False,False,False,False,True,True,True,False,3364.55,1.6849999999999998,True,False,False,True,True,False,False
178,True,True,False,False,False,5,True,False,False,False,False,False,False,False,False,113.85,0.7016666666666667,False,False,False,False,False,False,False
179,True,True,False,False,False,49,True,True,False,True,True,False,True,True,True,5036.3,3.4566666666666666,False,True,False,False,True,False,False
180,False,True,False,True,False,63,True,False,False,False,False,False,False,False,True,1234.8,0.6649999999999999,False,False,False,True,True,False,False
181,False,False,True,True,True,12,False,False,False,False,False,True,False,False,True,355.9,0.9766666666666667,True,False,False,False,False,False,False
182,False,True,False,True,True,27,True,False,True,True,False,False,False,False,True,1510.3,1.825,True,False,False,False,False,True,False
183,False,False,False,False,False,35,True,False,True,True,True,False,False,False,False,1982.6,2.018333333333333,True,False,False,False,False,False,True
184,False,False,False,True,True,54,True,True,False,True,True,True,True,True,True,4524.05,2.8733333333333335,True,False,False,False,False,False,True
185,True,True,False,False,False,1,True,True,False,False,False,False,True,True,True,95.45,3.1816666666666666,False,True,False,False,False,False,True
186,False,True,False,False,False,5,True,False,False,False,True,True,True,False,True,318.1,2.131666666666667,True,False,False,False,False,True,False
187,False,True,False,False,False,19,True,False,False,True,False,True,False,True,True,1231.85,2.1783333333333332,True,False,True,False,True,False,False
188,False,True,False,True,True,52,False,False,False,True,True,True,True,False,False,2554.0,1.6733333333333333,True,False,False,True,False,False,False
189,False,False,False,True,True,72,False,False,True,True,True,True,True,True,True,4684.3,2.1266666666666665,True,False,False,True,True,False,False
190,False,True,False,False,False,32,True,False,False,False,False,False,False,False,True,614.45,0.6683333333333333,False,False,False,True,True,False,False
191,True,False,False,True,False,8,True,False,False,True,True,False,True,True,False,842.9,3.371666666666667,False,True,False,False,False,False,True
192,False,True,False,False,False,41,True,True,False,False,True,False,False,True,False,2531.8,2.1666666666666665,True,False,True,False,False,False,False
193,False,True,False,False,False,5,True,False,False,False,False,False,False,False,True,86.05,0.6416666666666667,False,False,False,False,False,False,False
194,False,False,False,False,True,11,False,False,True,False,False,True,False,False,True,402.6,1.2016666666666667,True,False,True,False,False,False,False
195,True,True,False,False,False,5,True,False,False,False,False,True,True,True,True,453.4,3.203333333333333,False,True,False,False,False,False,True
196,False,False,False,False,False,16,True,False,False,False,False,False,False,False,False,326.65,0.635,False,False,True,False,False,False,False
197,False,True,True,False,False,71,True,True,False,True,False,True,True,True,False,7382.85,3.525,False,True,True,False,True,False,False
198,False,False,False,False,False,11,False,False,False,True,True,True,False,False,True,422.6,1.3466666666666667,True,False,True,False,False,True,False
199,True,False,False,True,True,61,True,True,False,True,False,False,True,True,True,6010.05,3.305,False,True,False,False,False,False,True
200,False,False,False,True,False,71,True,False,True,True,True,True,True,True,True,6046.1,2.8266666666666667,True,False,True,False,True,False,False
201,False,True,False,False,False,9,True,False,False,False,False,False,False,False,False,178.8,0.6616666666666667,False,False,False,False,False,False,False
202,False,False,False,False,False,6,True,False,True,False,False,False,False,False,True,314.6,1.6483333333333334,True,False,False,False,False,False,True
203,True,False,False,False,False,26,True,False,False,False,False,False,True,True,True,2274.35,2.96,False,True,False,False,True,False,False
204,False,False,False,False,False,6,True,False,True,True,False,False,False,False,False,322.9,1.8383333333333334,True,False,False,False,False,False,False
205,False,True,False,False,False,11,True,False,False,False,True,False,False,True,False,888.75,2.8266666666666667,False,True,False,False,False,False,True
206,True,True,False,True,False,1,True,False,False,False,False,False,True,False,True,80.55,2.685,False,True,False,False,False,False,True
207,False,False,False,True,False,49,True,False,False,False,False,False,False,False,True,973.35,0.6716666666666666,False,False,False,True,True,False,False
208,False,False,False,True,True,3,True,False,False,True,False,False,True,False,True,168.6,1.9566666666666668,True,False,False,False,False,True,False
209,False,False,False,False,False,53,True,False,True,True,True,True,False,True,False,5424.25,3.316666666666667,False,True,False,True,False,False,False
210,True,True,False,True,True,23,True,False,True,False,False,True,True,True,True,2331.3,3.328333333333333,False,True,False,False,False,False,True
211,True,True,False,False,False,2,True,False,False,False,False,False,False,False,False,89.5,1.5116666666666667,True,False,False,False,False,False,True
212,True,True,False,False,False,1,True,False,True,False,False,False,False,False,True,48.55,1.6183333333333332,True,False,False,False,False,False,False
213,False,True,False,False,True,3,True,True,False,False,False,False,False,False,True,121.25,0.88,False,False,False,True,False,False,False
214,True,False,True,True,False,68,True,True,False,True,False,False,True,True,True,6851.65,3.3400000000000003,False,True,False,False,False,False,True
215,True,True,False,False,False,8,True,False,False,False,True,False,True,True,True,740.3,3.1566666666666667,False,True,False,False,False,False,True
216,False,False,False,True,False,70,True,True,False,False,True,False,True,True,True,6982.5,3.2550000000000003,False,True,True,False,False,False,True
217,False,True,False,True,True,39,True,True,False,False,True,False,True,True,False,3835.55,3.3333333333333335,False,True,True,False,False,False,True
218,True,False,False,False,False,1,True,False,False,False,False,False,False,False,True,70.1,2.3366666666666664,False,True,False,False,False,False,True
219,True,False,False,True,True,51,False,False,True,False,False,True,False,False,False,1782.0,1.1400000000000001,True,False,False,True,True,False,False
220,True,False,False,False,False,3,True,False,False,True,False,True,True,True,True,315.3,3.2633333333333336,False,True,False,False,False,False,True
221,False,True,False,True,False,60,True,True,False,True,True,False,True,True,False,6157.6,3.4166666666666665,False,True,True,False,True,False,False
222,True,False,False,True,False,5,True,False,False,False,False,False,False,False,False,330.15,2.3316666666666666,False,True,False,False,False,False,True
223,True,True,True,False,False,3,True,True,False,True,False,False,False,False,True,233.7,2.7116666666666664,False,True,False,False,False,False,True
224,False,False,False,True,False,55,True,True,True,True,False,True,False,False,True,3462.1,2.2016666666666667,True,False,True,False,False,True,False
225,False,True,False,False,False,72,False,False,True,False,True,True,True,True,True,4390.25,2.04,True,False,False,True,False,True,False
226,False,True,True,True,False,72,True,False,True,True,True,True,True,False,False,5360.75,2.48,True,False,False,True,True,False,False
227,True,False,False,False,False,41,True,True,False,True,True,False,True,True,True,4443.45,3.5433333333333334,False,True,False,False,False,False,True
228,False,True,False,False,False,60,False,False,True,True,True,False,False,False,False,2424.5,1.32,True,False,False,True,True,False,False
229,True,False,False,False,False,6,True,False,False,False,False,False,True,True,False,577.6,2.9766666666666666,False,True,False,False,False,False,True
